상가업소번호,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구코드,시군구명,행정동코드,행정동명,경도,위도
MA010120220804892624,아이피에이건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170625,한강로동,126.955050833585,37.5311200128408
MA010120220808962518,종이숲,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,11170,용산구,11170520,용산2가동,126.98660205202,37.5455167809581
MA010120220805636245,대박공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170700,보광동,127.001764822333,37.5265154248225
MA010120220805421451,더룸컴퍼니,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.002749661762,37.5431749107294
MA010120220804444969,마이금은보화,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,11170,용산구,11170650,이태원1동,126.989183656718,37.5344797955967
MA010120220809543088,리드미컬브로스,음식,동남아시아,베트남식 전문,11170,용산구,11170625,한강로동,126.971387775146,37.5310710407341
MA010120220808780335,비비.2,소매,시계·귀금속 소매,시계/귀금속 소매업,11170,용산구,11170650,이태원1동,126.990269959507,37.5333806689561
MA010120220800235181,복권판매점,예술·스포츠,유원지·오락,복권 발행/판매업,11170,용산구,11170560,원효로1동,126.968544117117,37.540431714029
MA010120220800261051,세무사김종식사무소,과학·기술,회계·세무,세무사,11170,용산구,11170530,남영동,126.972808109803,37.5453522303526
MA010120220804028521,오드17,시설관리·임대,가정용품 대여,의류 대여업,11170,용산구,11170660,이태원2동,126.993663748012,37.5382463033037
MA010120220814158938,비앤디,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170510,후암동,126.979586043363,37.546218555773
MA010120220812956523,메종오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170685,한남동,127.005566819823,37.5378408919435
MA010120220813809463,하이약국,소매,의약·화장품 소매,약국,11170,용산구,11170530,남영동,126.973522442848,37.541288885052
MA010120220803246646,포멜카멜레용산,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170625,한강로동,126.963243494836,37.5279152812857
MA010120220800304376,월간돼지국밥,음식,한식,백반/한정식,11170,용산구,11170685,한남동,127.005441971452,37.5325159833606
MA010120220809645408,픽셀퍼인치,소매,오락용품 소매,서점,11170,용산구,11170625,한강로동,126.972054621632,37.5328371627845
MA010120220800285930,두바이,음식,동남아시아,베트남식 전문,11170,용산구,11170650,이태원1동,126.995372512505,37.5343720801652
MA010120220805085897,퓨엔테,음식,비알코올 ,카페,11170,용산구,11170555,청파동,126.96776189187,37.5438823316997
MA010120220803384633,소소막창,음식,한식,곱창 전골/구이,11170,용산구,11170700,보광동,127.001289662348,37.5256144288272
MA010120220800258766,에덴,소매,장식품 소매,예술품 소매업,11170,용산구,11170650,이태원1동,126.991672768336,37.534525047385
MA010120220808323098,부흥축산,소매,식료품 소매,정육점,11170,용산구,11170555,청파동,126.963695983216,37.5513324117351
MA010120220808391111,롱아일랜드,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.98926283909,37.5345969329316
MA010120220806874496,맥클래즈,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.002964432937,37.537543655826
MA010120220814347580,약손당,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170560,원효로1동,126.963794312677,37.5352135615699
MA010120220806837705,인사이트파트너스법률사무소,과학·기술,법무관련 ,변호사,11170,용산구,11170685,한남동,127.004243174465,37.5408683072796
MA010120220800266652,빌리지공인중개사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170685,한남동,127.009956328886,37.5334437201661
MA010120220800298713,동아광고,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,11170,용산구,11170625,한강로동,126.973140854617,37.5325671144953
MA010120220803455645,리복RCC아이파크,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.963243494836,37.5279152812857
MA010120220810375451,스튜디오나이스아웃STUDIONICEOUT,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170690,서빙고동,126.996357475398,37.5213796677972
MA010120220806669514,맥코이한남,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.002557129657,37.5382284256
MA010120220805952272,맨스톤비뇨의학과의원,보건의료,의원,피부/비뇨기과 의원,11170,용산구,11170625,한강로동,126.964895627633,37.527041812093
MA010120220808321635,다다엠앤씨,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA010120220813489071,라퓸,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.992905985069,37.5348224581747
MA010120220803198306,올제씨앤디,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170640,이촌2동,126.954282252925,37.5298943559287
MA010120220811510861,이해건축,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170530,남영동,126.972783771529,37.5500464285156
MA010120220811678737,에바포에버,수리·개인,이용·미용,미용실,11170,용산구,11170650,이태원1동,126.990586705089,37.5337501050339
MA010120220812581791,포토이즘박스숙명여대점,예술·스포츠,유원지·오락,기타 오락관련 서비스업,11170,용산구,11170555,청파동,126.968248217493,37.5444591030429
MA010120220804943409,스카이일렉트로닉스앤멀티미디어,소매,가전·통신 소매,핸드폰 소매업,11170,용산구,11170625,한강로동,126.962347249638,37.5328975368316
MA010120220806958129,동인리얼티공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170700,보광동,127.002138158363,37.5268037393093
MA010120220800278709,하나화,음식,일식,일식 회/초밥,11170,용산구,11170630,이촌1동,126.967704198198,37.5202310347993
MA010120220804267799,프레임스튜디오,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170685,한남동,127.005962080995,37.5283893715274
MA010120220800303209,영일사,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.990054934875,37.5338221415263
MA010120220812713692,에스씨파마,과학·기술,광고,광고 대행업,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA010120220811714021,이로삼,소매,장식품 소매,예술품 소매업,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA010120220800270846,팻캣,음식,기타 간이,피자,11170,용산구,11170520,용산2가동,126.98711204628,37.5409758002119
MA010120220810148603,이디야,음식,비알코올 ,카페,11170,용산구,11170560,원효로1동,126.961135126071,37.5358524268237
MA010120220800278727,고우리세탁,수리·개인,세탁,세탁소,11170,용산구,11170555,청파동,126.969583781709,37.5436845951675
MA010120220810439743,오브너리,음식,비알코올 ,카페,11170,용산구,11170530,남영동,126.972413447588,37.5415769511105
MA010120220800287598,한강손만두,음식,기타 간이,김밥/만두/분식,11170,용산구,11170630,이촌1동,126.974423414259,37.5205840721167
MA010120220800274336,한강공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170700,보광동,126.998879985613,37.5285877370962
MA010120220809861320,손창우스튜디오,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170555,청파동,126.96618742621,37.5474228178371
MA010120220800145612,예림기획,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,11170,용산구,11170685,한남동,127.013928295363,37.5374707916201
MA010120220802964059,등촌샤브칼국수,음식,한식,국수/칼국수,11170,용산구,11170530,남영동,126.973563405144,37.5534613887647
MA010120220800408552,대륙건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170555,청파동,126.970058036891,37.5461804842177
MA010120220800283458,취원,음식,중식,중국집,11170,용산구,11170630,이촌1동,126.976211358729,37.5185752088215
MA010120220812620987,세라아이파크용산,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170625,한강로동,126.963243494836,37.5279152812857
MA010120220800262574,엠제이인테리어,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170580,효창동,126.957634586255,37.5436268527721
MA010120220800265790,모녀보세,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.970223382526,37.5287731990212
MA010120220800269959,효진시스템,소매,섬유·의복·신발 소매,가방 소매업,11170,용산구,11170625,한강로동,126.963243494836,37.5279152812857
MA010120220813131523,엠스토리,소매,섬유·의복·신발 소매,남성 의류 소매업,11170,용산구,11170625,한강로동,126.970223382526,37.5287731990212
MA010120220801524877,비에이치씨,음식,기타 간이,치킨,11170,용산구,11170520,용산2가동,126.98586653811,37.54543560529
MA010120220800281842,크린토피아후암,수리·개인,세탁,세탁소,11170,용산구,11170510,후암동,126.977310124807,37.5508853135543
MA010120220800303714,대성옵티마약국,소매,의약·화장품 소매,약국,11170,용산구,11170660,이태원2동,126.989194268848,37.5393451991414
MA010120220800324230,브리온프로퍼티(BRIONPropertyCo.，Ltd.)주,소매,오락용품 소매,운동용품 소매업,11170,용산구,11170685,한남동,127.001832869207,37.5334261056159
MA010120220800269981,글라라,수리·개인,이용·미용,미용실,11170,용산구,11170530,남영동,126.972017218962,37.542099437708
MA010120220801880443,샬롬미용실,수리·개인,이용·미용,미용실,11170,용산구,11170510,후암동,126.980184507396,37.5510570205926
MA010120220813633021,슈플렉스,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170690,서빙고동,126.996990922476,37.522262668367
MA010120220800274013,용산화로,음식,한식,돼지고기 구이/찜,11170,용산구,11170530,남영동,126.974144507845,37.5420728926553
MA010120220805232289,크리스크로스,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,11170,용산구,11170685,한남동,126.997725781628,37.536813860779
MA010120220805258521,월드공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170510,후암동,126.975895903963,37.5497677953013
MA010120220800280353,트레저,소매,중고 상품 소매,중고 상품 소매업,11170,용산구,11170650,이태원1동,126.995417932822,37.5316961087489
MA010120220813620055,취향,음식,서양식,경양식,11170,용산구,11170660,이태원2동,126.987972260932,37.5393360709987
MA010120220800265983,기아오토큐,수리·개인,자동차 수리·세차,자동차 정비소,11170,용산구,11170640,이촌2동,126.953807053833,37.5299482311069
MA010120220810177149,돈까스잔치,음식,서양식,경양식,11170,용산구,11170690,서빙고동,126.996425354545,37.5212535294699
MA010120220800276502,호프자리,음식,주점,요리 주점,11170,용산구,11170555,청파동,126.962767896357,37.5515663822715
MA010120220800279166,요거,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA010120220800282263,강원모터스,수리·개인,모터사이클 수리,모터사이클 수리업,11170,용산구,11170625,한강로동,126.969784384169,37.5232679646053
MA010120220804149263,웨슬리챙포토,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170520,용산2가동,126.984554677908,37.5416782732548
MA010120220800316626,삼성웰스토리제일기획주,음식,구내식당·뷔페,구내식당,11170,용산구,11170685,한남동,126.998868578702,37.5347866257931
MA010120220811893093,한남스포렉스스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,11170,용산구,11170685,한남동,127.007161587494,37.5315518202896
MA010120220812544887,제이엠영어학원,교육,일반 교육,입시·교과학원,11170,용산구,11170570,원효로2동,126.95180163445,37.5345064953319
MA010120220813903095,이촌라운지,음식,주점,요리 주점,11170,용산구,11170630,이촌1동,126.974921169332,37.5205120986189
